"dteday","season","yr","mnth","hr","holiday","weekday","workingday","cnt","weathersit","temp","atemp","hum","windspeed"
"2011-07-31","autumn",0,7,4,0,0,0,13,"ClearOrPartlyCloudy",0.72,0.6818,0.7,0
"2011-07-31","autumn",0,7,5,0,0,0,8,"ClearOrPartlyCloudy",0.72,0.6818,0.69,0
"2011-07-31","autumn",0,7,6,0,0,0,13,"ClearOrPartlyCloudy",0.74,0.6970000000000001,0.7,0
"2011-07-31","autumn",0,7,7,0,0,0,45,"ClearOrPartlyCloudy",0.74,0.6818,0.58,0.1343
"2011-07-31","autumn",0,7,8,0,0,0,142,"ClearOrPartlyCloudy",0.76,0.6970000000000001,0.55,0.2239
"2011-07-31","autumn",0,7,9,0,0,0,183,"ClearOrPartlyCloudy",0.8,0.7424,0.49,0
"2011-07-31","autumn",0,7,10,0,0,0,254,"ClearOrPartlyCloudy",0.84,0.7424,0.36,0.1642
"2011-07-31","autumn",0,7,11,0,0,0,275,"ClearOrPartlyCloudy",0.86,0.7424,0.28,0.1642
"2011-07-31","autumn",0,7,12,0,0,0,338,"ClearOrPartlyCloudy",0.9,0.7727,0.25,0.194
"2011-07-31","autumn",0,7,13,0,0,0,294,"ClearOrPartlyCloudy",0.9,0.7727,0.24,0.1343
"2011-07-31","autumn",0,7,14,0,0,0,326,"ClearOrPartlyCloudy",0.9,0.7727,0.24,0.1642
"2011-07-31","autumn",0,7,15,0,0,0,293,"ClearOrPartlyCloudy",0.92,0.7727,0.18,0.2985
"2011-07-31","autumn",0,7,16,0,0,0,306,"ClearOrPartlyCloudy",0.92,0.7727,0.17,0.2836
"2011-07-31","autumn",0,7,17,0,0,0,320,"ClearOrPartlyCloudy",0.92,0.7727,0.16,0.1642
"2011-07-31","autumn",0,7,18,0,0,0,304,"ClearOrPartlyCloudy",0.86,0.7879,0.41,0.2836
"2011-07-31","autumn",0,7,19,0,0,0,274,"ClearOrPartlyCloudy",0.8,0.7576,0.55,0.3284
"2011-07-31","autumn",0,7,20,0,0,0,275,"ClearOrPartlyCloudy",0.8,0.7576,0.55,0.3284
"2011-07-31","autumn",0,7,21,0,0,0,164,"ClearOrPartlyCloudy",0.78,0.7424,0.59,0.2985
"2011-07-31","autumn",0,7,22,0,0,0,96,"ClearOrPartlyCloudy",0.74,0.6970000000000001,0.7,0.2985
"2011-07-31","autumn",0,7,23,0,0,0,70,"ClearOrPartlyCloudy",0.74,0.6970000000000001,0.66,0.2239
"2011-08-01","autumn",0,8,0,0,1,1,29,"ClearOrPartlyCloudy",0.72,0.6818,0.7,0.2239
"2011-08-01","autumn",0,8,1,0,1,1,17,"ClearOrPartlyCloudy",0.72,0.6970000000000001,0.74,0.194
"2011-08-01","autumn",0,8,2,0,1,1,11,"ClearOrPartlyCloudy",0.7,0.6667,0.74,0.1045
"2011-08-01","autumn",0,8,3,0,1,1,4,"ClearOrPartlyCloudy",0.7,0.6667,0.79,0.1642
"2011-08-01","autumn",0,8,4,0,1,1,4,"ClearOrPartlyCloudy",0.66,0.6061,0.83,0.1343
"2011-08-01","autumn",0,8,5,0,1,1,26,"ClearOrPartlyCloudy",0.66,0.6061,0.83,0.1045
"2011-08-01","autumn",0,8,6,0,1,1,100,"ClearOrPartlyCloudy",0.66,0.6061,0.83,0.0896
"2011-08-01","autumn",0,8,7,0,1,1,282,"ClearOrPartlyCloudy",0.74,0.6818,0.62,0
"2011-08-01","autumn",0,8,8,0,1,1,382,"ClearOrPartlyCloudy",0.8,0.7273,0.43,0.194
"2011-08-01","autumn",0,8,9,0,1,1,166,"ClearOrPartlyCloudy",0.82,0.7424,0.41,0
"2011-08-01","autumn",0,8,10,0,1,1,97,"ClearOrPartlyCloudy",0.86,0.7576,0.36,0.1642
"2011-08-01","autumn",0,8,11,0,1,1,119,"ClearOrPartlyCloudy",0.88,0.7727,0.32,0.1642
"2011-08-01","autumn",0,8,12,0,1,1,168,"ClearOrPartlyCloudy",0.9,0.8029999999999999,0.33,0.2537
"2011-08-01","autumn",0,8,13,0,1,1,150,"ClearOrPartlyCloudy",0.9,0.8029999999999999,0.31,0.2985
"2011-08-01","autumn",0,8,14,0,1,1,123,"ClearOrPartlyCloudy",0.92,0.8182,0.29,0.194
"2011-08-01","autumn",0,8,15,0,1,1,129,"ClearOrPartlyCloudy",0.9,0.7879,0.27,0
"2011-08-01","autumn",0,8,16,0,1,1,231,"ClearOrPartlyCloudy",0.9,0.7879,0.27,0
"2011-08-01","autumn",0,8,17,0,1,1,514,"ClearOrPartlyCloudy",0.76,0.6818,0.45,0.2985
"2011-08-01","autumn",0,8,18,0,1,1,543,"ClearOrPartlyCloudy",0.78,0.6970000000000001,0.43,0.194
"2011-08-01","autumn",0,8,19,0,1,1,413,"ClearOrPartlyCloudy",0.74,0.6667,0.51,0.2239
"2011-08-01","autumn",0,8,20,0,1,1,305,"ClearOrPartlyCloudy",0.72,0.6818,0.62,0.2239
"2011-08-01","autumn",0,8,21,0,1,1,220,"ClearOrPartlyCloudy",0.7,0.6515,0.7,0.2537
"2011-08-01","autumn",0,8,22,0,1,1,137,"ClearOrPartlyCloudy",0.7,0.6515,0.7,0.0896
"2011-08-01","autumn",0,8,23,0,1,1,96,"ClearOrPartlyCloudy",0.68,0.6364,0.74,0.194
"2011-08-02","autumn",0,8,0,0,2,1,29,"ClearOrPartlyCloudy",0.66,0.6212,0.74,0
"2011-08-02","autumn",0,8,1,0,2,1,12,"ClearOrPartlyCloudy",0.66,0.6212,0.74,0.1045
"2011-08-02","autumn",0,8,2,0,2,1,8,"ClearOrPartlyCloudy",0.68,0.6364,0.69,0
"2011-08-02","autumn",0,8,3,0,2,1,5,"ClearOrPartlyCloudy",0.66,0.6212,0.74,0.194
"2011-08-02","autumn",0,8,4,0,2,1,10,"ClearOrPartlyCloudy",0.66,0.6212,0.74,0.1045
"2011-08-02","autumn",0,8,5,0,2,1,21,"ClearOrPartlyCloudy",0.66,0.6212,0.74,0.1343
"2011-08-02","autumn",0,8,6,0,2,1,117,"ClearOrPartlyCloudy",0.68,0.6364,0.69,0.1045
"2011-08-02","autumn",0,8,7,0,2,1,335,"ClearOrPartlyCloudy",0.72,0.6667,0.61,0.2836
"2011-08-02","autumn",0,8,8,0,2,1,435,"ClearOrPartlyCloudy",0.74,0.6818,0.58,0.2836
"2011-08-02","autumn",0,8,9,0,2,1,213,"ClearOrPartlyCloudy",0.78,0.6970000000000001,0.46,0.2985
"2011-08-02","autumn",0,8,10,0,2,1,140,"ClearOrPartlyCloudy",0.82,0.7273,0.36,0.2985
"2011-08-02","autumn",0,8,11,0,2,1,128,"ClearOrPartlyCloudy",0.84,0.7273,0.32,0.4179
"2011-08-02","autumn",0,8,12,0,2,1,157,"ClearOrPartlyCloudy",0.86,0.7424,0.3,0.2836
"2011-08-02","autumn",0,8,13,0,2,1,203,"ClearOrPartlyCloudy",0.86,0.7424,0.3,0.2239
"2011-08-02","autumn",0,8,14,0,2,1,159,"ClearOrPartlyCloudy",0.9,0.7727,0.25,0.2836
"2011-08-02","autumn",0,8,15,0,2,1,168,"ClearOrPartlyCloudy",0.9,0.7727,0.25,0.2836
"2011-08-02","autumn",0,8,16,0,2,1,274,"ClearOrPartlyCloudy",0.9,0.7727,0.25,0.2836
"2011-08-02","autumn",0,8,17,0,2,1,556,"Misty",0.9,0.7879,0.27,0.1343
"2011-08-02","autumn",0,8,18,0,2,1,556,"Misty",0.86,0.7576,0.34,0.194
"2011-08-02","autumn",0,8,19,0,2,1,454,"Misty",0.86,0.7576,0.36,0.2239
"2011-08-02","autumn",0,8,20,0,2,1,288,"Misty",0.82,0.7576,0.46,0.2537
"2011-08-02","autumn",0,8,21,0,2,1,254,"ClearOrPartlyCloudy",0.8,0.7424,0.52,0.2239
"2011-08-02","autumn",0,8,22,0,2,1,191,"Misty",0.78,0.7424,0.59,0.1642
"2011-08-02","autumn",0,8,23,0,2,1,132,"Misty",0.8,0.7424,0.49,0.1642
"2011-08-03","autumn",0,8,0,0,3,1,43,"Misty",0.8,0.7424,0.49,0.1642
"2011-08-03","autumn",0,8,1,0,3,1,16,"Misty",0.78,0.7121,0.52,0.1642
"2011-08-03","autumn",0,8,2,0,3,1,11,"Misty",0.78,0.7121,0.49,0.1642
"2011-08-03","autumn",0,8,3,0,3,1,4,"Misty",0.76,0.6970000000000001,0.55,0.0896
"2011-08-03","autumn",0,8,4,0,3,1,7,"Misty",0.76,0.6970000000000001,0.52,0.1642
"2011-08-03","autumn",0,8,5,0,3,1,24,"Misty",0.76,0.6970000000000001,0.55,0.0896
"2011-08-03","autumn",0,8,6,0,3,1,110,"LightSnowOrRain",0.72,0.6818,0.66,0.4925
"2011-08-03","autumn",0,8,7,0,3,1,271,"Misty",0.74,0.6667,0.51,0.2239
"2011-08-03","autumn",0,8,8,0,3,1,437,"Misty",0.74,0.6667,0.51,0.1642
"2011-08-03","autumn",0,8,9,0,3,1,195,"Misty",0.74,0.6818,0.55,0.194
"2011-08-03","autumn",0,8,10,0,3,1,68,"LightSnowOrRain",0.74,0.6818,0.58,0.0896
"2011-08-03","autumn",0,8,11,0,3,1,122,"Misty",0.74,0.6818,0.58,0.1045
"2011-08-03","autumn",0,8,12,0,3,1,161,"LightSnowOrRain",0.76,0.6970000000000001,0.55,0.1343
"2011-08-03","autumn",0,8,13,0,3,1,144,"Misty",0.76,0.7121,0.58,0.2239
"2011-08-03","autumn",0,8,14,0,3,1,147,"Misty",0.76,0.7121,0.58,0.2239
"2011-08-03","autumn",0,8,15,0,3,1,118,"Misty",0.7,0.6667,0.79,0.1343
"2011-08-03","autumn",0,8,16,0,3,1,150,"LightSnowOrRain",0.68,0.6364,0.79,0
"2011-08-03","autumn",0,8,17,0,3,1,425,"Misty",0.7,0.6667,0.79,0
"2011-08-03","autumn",0,8,18,0,3,1,492,"LightSnowOrRain",0.7,0.6667,0.84,0
"2011-08-03","autumn",0,8,19,0,3,1,321,"LightSnowOrRain",0.7,0.6667,0.84,0
"2011-08-03","autumn",0,8,20,0,3,1,87,"LightSnowOrRain",0.7,0.6667,0.84,0.1045
"2011-08-03","autumn",0,8,21,0,3,1,88,"Misty",0.68,0.6364,0.89,0.1343
"2011-08-03","autumn",0,8,22,0,3,1,77,"LightSnowOrRain",0.68,0.6364,0.89,0.1045
"2011-08-03","autumn",0,8,23,0,3,1,56,"Misty",0.68,0.6364,0.89,0.0896
"2011-08-04","autumn",0,8,0,0,4,1,17,"Misty",0.68,0.6364,0.89,0.0896
"2011-08-04","autumn",0,8,1,0,4,1,17,"Misty",0.66,0.5909,0.94,0.0896
"2011-08-04","autumn",0,8,2,0,4,1,7,"Misty",0.66,0.5909,0.94,0.0896
"2011-08-04","autumn",0,8,3,0,4,1,3,"LightSnowOrRain",0.66,0.5909,0.94,0.0896
"2011-08-04","autumn",0,8,4,0,4,1,7,"Misty",0.68,0.6364,0.89,0
"2011-08-04","autumn",0,8,5,0,4,1,20,"Misty",0.68,0.6364,0.89,0
"2011-08-04","autumn",0,8,6,0,4,1,97,"Misty",0.68,0.6364,0.89,0.2985
"2011-08-04","autumn",0,8,7,0,4,1,282,"Misty",0.68,0.6364,0.89,0.2985
"2011-08-04","autumn",0,8,8,0,4,1,398,"Misty",0.7,0.6515,0.82,0.3582
"2011-08-04","autumn",0,8,9,0,4,1,187,"ClearOrPartlyCloudy",0.72,0.6970000000000001,0.74,0.3284
"2011-08-04","autumn",0,8,10,0,4,1,113,"ClearOrPartlyCloudy",0.72,0.6667,0.71,0.2985
"2011-08-04","autumn",0,8,11,0,4,1,149,"Misty",0.74,0.6970000000000001,0.66,0.2239
"2011-08-04","autumn",0,8,12,0,4,1,205,"Misty",0.76,0.7121,0.62,0.2239
"2011-08-04","autumn",0,8,13,0,4,1,205,"ClearOrPartlyCloudy",0.76,0.7121,0.58,0
"2011-08-04","autumn",0,8,14,0,4,1,167,"ClearOrPartlyCloudy",0.8,0.7576,0.55,0.1642
"2011-08-04","autumn",0,8,15,0,4,1,165,"ClearOrPartlyCloudy",0.8,0.7576,0.55,0.2537
"2011-08-04","autumn",0,8,16,0,4,1,290,"ClearOrPartlyCloudy",0.76,0.7121,0.62,0.3284
"2011-08-04","autumn",0,8,17,0,4,1,555,"ClearOrPartlyCloudy",0.76,0.7121,0.62,0.3284
"2011-08-04","autumn",0,8,18,0,4,1,523,"ClearOrPartlyCloudy",0.7,0.6667,0.74,0.2985
"2011-08-04","autumn",0,8,19,0,4,1,366,"ClearOrPartlyCloudy",0.7,0.6667,0.74,0.2836
"2011-08-04","autumn",0,8,20,0,4,1,286,"Misty",0.7,0.6667,0.74,0.194
"2011-08-04","autumn",0,8,21,0,4,1,211,"Misty",0.7,0.6667,0.74,0.194
"2011-08-04","autumn",0,8,22,0,4,1,174,"ClearOrPartlyCloudy",0.68,0.6364,0.74,0.194
"2011-08-04","autumn",0,8,23,0,4,1,132,"ClearOrPartlyCloudy",0.66,0.6212,0.74,0.1045
"2011-08-05","autumn",0,8,0,0,5,1,54,"ClearOrPartlyCloudy",0.66,0.6212,0.74,0.1045
"2011-08-05","autumn",0,8,1,0,5,1,19,"ClearOrPartlyCloudy",0.64,0.5909,0.78,0.0896
"2011-08-05","autumn",0,8,2,0,5,1,19,"ClearOrPartlyCloudy",0.66,0.6212,0.69,0
"2011-08-05","autumn",0,8,3,0,5,1,6,"ClearOrPartlyCloudy",0.64,0.5909,0.78,0.0896
"2011-08-05","autumn",0,8,4,0,5,1,7,"ClearOrPartlyCloudy",0.64,0.5909,0.78,0.1343
"2011-08-05","autumn",0,8,5,0,5,1,16,"ClearOrPartlyCloudy",0.64,0.5909,0.78,0.0896
"2011-08-05","autumn",0,8,6,0,5,1,101,"ClearOrPartlyCloudy",0.64,0.5909,0.78,0.1343
"2011-08-05","autumn",0,8,7,0,5,1,270,"ClearOrPartlyCloudy",0.66,0.6061,0.78,0.1343
"2011-08-05","autumn",0,8,8,0,5,1,454,"ClearOrPartlyCloudy",0.7,0.6515,0.65,0.2239
"2011-08-05","autumn",0,8,9,0,5,1,226,"ClearOrPartlyCloudy",0.72,0.6667,0.58,0.1045
"2011-08-05","autumn",0,8,10,0,5,1,163,"ClearOrPartlyCloudy",0.74,0.6818,0.55,0.1343
"2011-08-05","autumn",0,8,11,0,5,1,147,"Misty",0.76,0.6970000000000001,0.52,0.2537
"2011-08-05","autumn",0,8,12,0,5,1,216,"ClearOrPartlyCloudy",0.76,0.6970000000000001,0.52,0.2537
"2011-08-05","autumn",0,8,13,0,5,1,204,"ClearOrPartlyCloudy",0.78,0.7121,0.52,0.2537
"2011-08-05","autumn",0,8,14,0,5,1,245,"Misty",0.78,0.7121,0.52,0.2537
"2011-08-05","autumn",0,8,15,0,5,1,210,"ClearOrPartlyCloudy",0.76,0.6970000000000001,0.55,0.2537
"2011-08-05","autumn",0,8,16,0,5,1,330,"ClearOrPartlyCloudy",0.8,0.7424,0.49,0.2537
"2011-08-05","autumn",0,8,17,0,5,1,550,"ClearOrPartlyCloudy",0.78,0.7121,0.49,0.2985
"2011-08-05","autumn",0,8,18,0,5,1,466,"ClearOrPartlyCloudy",0.76,0.6970000000000001,0.52,0.2537
"2011-08-05","autumn",0,8,19,0,5,1,372,"ClearOrPartlyCloudy",0.74,0.6818,0.55,0.2537
"2011-08-05","autumn",0,8,20,0,5,1,291,"ClearOrPartlyCloudy",0.72,0.6667,0.58,0.2239
"2011-08-05","autumn",0,8,21,0,5,1,173,"ClearOrPartlyCloudy",0.7,0.6515,0.65,0.194
"2011-08-05","autumn",0,8,22,0,5,1,188,"ClearOrPartlyCloudy",0.7,0.6515,0.65,0.2239
"2011-08-05","autumn",0,8,23,0,5,1,139,"ClearOrPartlyCloudy",0.68,0.6364,0.69,0.2239
"2011-08-06","autumn",0,8,0,0,6,0,133,"ClearOrPartlyCloudy",0.66,0.6061,0.78,0.194
"2011-08-06","autumn",0,8,1,0,6,0,67,"ClearOrPartlyCloudy",0.66,0.6061,0.78,0.1642
"2011-08-06","autumn",0,8,2,0,6,0,53,"ClearOrPartlyCloudy",0.66,0.6061,0.78,0.2239
"2011-08-06","autumn",0,8,3,0,6,0,42,"Misty",0.66,0.6061,0.78,0.1642
"2011-08-06","autumn",0,8,4,0,6,0,10,"Misty",0.66,0.6061,0.83,0.1642
"2011-08-06","autumn",0,8,5,0,6,0,6,"ClearOrPartlyCloudy",0.64,0.5758,0.89,0.0896
"2011-08-06","autumn",0,8,6,0,6,0,27,"ClearOrPartlyCloudy",0.64,0.5758,0.89,0.1045
"2011-08-06","autumn",0,8,7,0,6,0,63,"ClearOrPartlyCloudy",0.68,0.6364,0.83,0.1642
"2011-08-06","autumn",0,8,8,0,6,0,121,"ClearOrPartlyCloudy",0.68,0.6364,0.83,0.1642
"2011-08-06","autumn",0,8,9,0,6,0,215,"ClearOrPartlyCloudy",0.74,0.6970000000000001,0.7,0.2239
"2011-08-06","autumn",0,8,10,0,6,0,290,"Misty",0.74,0.6970000000000001,0.7,0.2836
"2011-08-06","autumn",0,8,11,0,6,0,349,"ClearOrPartlyCloudy",0.78,0.7424,0.62,0.2239
"2011-08-06","autumn",0,8,12,0,6,0,382,"ClearOrPartlyCloudy",0.8,0.7576,0.55,0.2239
"2011-08-06","autumn",0,8,13,0,6,0,441,"Misty",0.8,0.7727,0.59,0.3284
"2011-08-06","autumn",0,8,14,0,6,0,380,"ClearOrPartlyCloudy",0.82,0.7727,0.52,0.2537
"2011-08-06","autumn",0,8,15,0,6,0,362,"Misty",0.84,0.8029999999999999,0.53,0.2537
"2011-08-06","autumn",0,8,16,0,6,0,343,"LightSnowOrRain",0.74,0.7121,0.79,0.1642
"2011-08-06","autumn",0,8,17,0,6,0,149,"LightSnowOrRain",0.74,0.7121,0.79,0.1642
"2011-08-06","autumn",0,8,18,0,6,0,211,"Misty",0.72,0.6970000000000001,0.79,0.4478
"2011-08-06","autumn",0,8,19,0,6,0,171,"LightSnowOrRain",0.72,0.7121,0.84,0.2537
"2011-08-06","autumn",0,8,20,0,6,0,137,"LightSnowOrRain",0.72,0.6970000000000001,0.79,0.2836
"2011-08-06","autumn",0,8,21,0,6,0,114,"Misty",0.7,0.6667,0.84,0.3284
"2011-08-06","autumn",0,8,22,0,6,0,120,"Misty",0.7,0.6667,0.84,0.3284
"2011-08-06","autumn",0,8,23,0,6,0,108,"LightSnowOrRain",0.7,0.6667,0.84,0.2836
"2011-08-07","autumn",0,8,0,0,0,0,80,"Misty",0.7,0.6667,0.84,0.2836
"2011-08-07","autumn",0,8,1,0,0,0,73,"Misty",0.7,0.6667,0.84,0.2537
"2011-08-07","autumn",0,8,2,0,0,0,66,"Misty",0.7,0.6667,0.84,0.2239
"2011-08-07","autumn",0,8,3,0,0,0,32,"Misty",0.7,0.6667,0.84,0.1343
"2011-08-07","autumn",0,8,4,0,0,0,6,"ClearOrPartlyCloudy",0.7,0.6667,0.84,0.1343
"2011-08-07","autumn",0,8,5,0,0,0,5,"ClearOrPartlyCloudy",0.7,0.6667,0.89,0.194
"2011-08-07","autumn",0,8,6,0,0,0,13,"ClearOrPartlyCloudy",0.7,0.6667,0.89,0.1642
"2011-08-07","autumn",0,8,7,0,0,0,39,"ClearOrPartlyCloudy",0.7,0.6667,0.84,0.194
"2011-08-07","autumn",0,8,8,0,0,0,89,"ClearOrPartlyCloudy",0.72,0.6970000000000001,0.79,0.194
"2011-08-07","autumn",0,8,9,0,0,0,184,"ClearOrPartlyCloudy",0.76,0.7424,0.75,0.1045
"2011-08-07","autumn",0,8,10,0,0,0,266,"ClearOrPartlyCloudy",0.8,0.8029999999999999,0.66,0.1343
"2011-08-07","autumn",0,8,11,0,0,0,269,"ClearOrPartlyCloudy",0.82,0.8333,0.63,0
"2011-08-07","autumn",0,8,12,0,0,0,370,"ClearOrPartlyCloudy",0.9,0.8485,0.42,0.2985
"2011-08-07","autumn",0,8,13,0,0,0,324,"ClearOrPartlyCloudy",0.9,0.8485,0.42,0.2985
"2011-08-07","autumn",0,8,14,0,0,0,322,"ClearOrPartlyCloudy",0.86,0.8029999999999999,0.47,0.194
"2011-08-07","autumn",0,8,15,0,0,0,326,"LightSnowOrRain",0.72,0.6970000000000001,0.74,0.2985
"2011-08-07","autumn",0,8,16,0,0,0,193,"LightSnowOrRain",0.72,0.6970000000000001,0.74,0.2985
"2011-08-07","autumn",0,8,17,0,0,0,194,"LightSnowOrRain",0.74,0.7121,0.74,0.6418
"2011-08-07","autumn",0,8,18,0,0,0,229,"ClearOrPartlyCloudy",0.72,0.6970000000000001,0.74,0.0896
"2011-08-07","autumn",0,8,19,0,0,0,228,"ClearOrPartlyCloudy",0.72,0.6970000000000001,0.79,0.1642
"2011-08-07","autumn",0,8,20,0,0,0,183,"ClearOrPartlyCloudy",0.72,0.7121,0.84,0.1343
"2011-08-07","autumn",0,8,21,0,0,0,136,"ClearOrPartlyCloudy",0.72,0.7121,0.84,0.1045
"2011-08-07","autumn",0,8,22,0,0,0,103,"ClearOrPartlyCloudy",0.7,0.6667,0.89,0.194
"2011-08-07","autumn",0,8,23,0,0,0,55,"ClearOrPartlyCloudy",0.7,0.6667,0.79,0.1045
"2011-08-08","autumn",0,8,0,0,1,1,30,"ClearOrPartlyCloudy",0.7,0.6667,0.79,0.1045
"2011-08-08","autumn",0,8,1,0,1,1,12,"ClearOrPartlyCloudy",0.68,0.6364,0.83,0.1343
"2011-08-08","autumn",0,8,2,0,1,1,7,"ClearOrPartlyCloudy",0.66,0.5909,0.89,0
"2011-08-08","autumn",0,8,3,0,1,1,1,"ClearOrPartlyCloudy",0.66,0.5909,0.89,0
"2011-08-08","autumn",0,8,4,0,1,1,10,"ClearOrPartlyCloudy",0.66,0.5909,0.89,0.1045
"2011-08-08","autumn",0,8,5,0,1,1,15,"ClearOrPartlyCloudy",0.7,0.6667,0.79,0.0896
"2011-08-08","autumn",0,8,6,0,1,1,95,"ClearOrPartlyCloudy",0.7,0.6515,0.65,0.2836
"2011-08-08","autumn",0,8,7,0,1,1,267,"ClearOrPartlyCloudy",0.72,0.6818,0.62,0.2985
"2011-08-08","autumn",0,8,8,0,1,1,349,"ClearOrPartlyCloudy",0.74,0.6818,0.58,0.3284
"2011-08-08","autumn",0,8,9,0,1,1,183,"ClearOrPartlyCloudy",0.76,0.6970000000000001,0.55,0.3881
"2011-08-08","autumn",0,8,10,0,1,1,124,"ClearOrPartlyCloudy",0.8,0.7424,0.52,0.3881
"2011-08-08","autumn",0,8,11,0,1,1,179,"ClearOrPartlyCloudy",0.82,0.7424,0.48,0.3582
"2011-08-08","autumn",0,8,12,0,1,1,182,"ClearOrPartlyCloudy",0.82,0.7576,0.46,0.2537
"2011-08-08","autumn",0,8,13,0,1,1,151,"ClearOrPartlyCloudy",0.84,0.7576,0.44,0.2985
"2011-08-08","autumn",0,8,14,0,1,1,150,"ClearOrPartlyCloudy",0.82,0.7424,0.43,0.2985
"2011-08-08","autumn",0,8,15,0,1,1,126,"ClearOrPartlyCloudy",0.84,0.7576,0.41,0.2985
"2011-08-08","autumn",0,8,16,0,1,1,282,"ClearOrPartlyCloudy",0.86,0.7727,0.39,0.2836
"2011-08-08","autumn",0,8,17,0,1,1,527,"ClearOrPartlyCloudy",0.86,0.7727,0.39,0.1642
"2011-08-08","autumn",0,8,18,0,1,1,529,"ClearOrPartlyCloudy",0.84,0.7576,0.41,0.1343
"2011-08-08","autumn",0,8,19,0,1,1,416,"ClearOrPartlyCloudy",0.82,0.7424,0.43,0.1045
"2011-08-08","autumn",0,8,20,0,1,1,286,"ClearOrPartlyCloudy",0.8,0.7576,0.55,0
"2011-08-08","autumn",0,8,21,0,1,1,186,"ClearOrPartlyCloudy",0.76,0.7121,0.58,0.0896
"2011-08-08","autumn",0,8,22,0,1,1,147,"ClearOrPartlyCloudy",0.76,0.7121,0.58,0.1045
"2011-08-08","autumn",0,8,23,0,1,1,72,"ClearOrPartlyCloudy",0.74,0.6970000000000001,0.66,0.1045
"2011-08-09","autumn",0,8,0,0,2,1,35,"ClearOrPartlyCloudy",0.72,0.6970000000000001,0.79,0.1343
"2011-08-09","autumn",0,8,1,0,2,1,14,"ClearOrPartlyCloudy",0.72,0.6818,0.66,0
"2011-08-09","autumn",0,8,2,0,2,1,12,"ClearOrPartlyCloudy",0.72,0.6818,0.7,0
"2011-08-09","autumn",0,8,3,0,2,1,3,"ClearOrPartlyCloudy",0.72,0.6818,0.62,0
"2011-08-09","autumn",0,8,4,0,2,1,7,"ClearOrPartlyCloudy",0.7,0.6667,0.74,0
"2011-08-09","autumn",0,8,5,0,2,1,30,"ClearOrPartlyCloudy",0.7,0.6515,0.65,0.0896
"2011-08-09","autumn",0,8,6,0,2,1,101,"ClearOrPartlyCloudy",0.72,0.6667,0.64,0
"2011-08-09","autumn",0,8,7,0,2,1,343,"ClearOrPartlyCloudy",0.72,0.6970000000000001,0.74,0.1045
"2011-08-09","autumn",0,8,8,0,2,1,392,"ClearOrPartlyCloudy",0.74,0.6970000000000001,0.66,0
"2011-08-09","autumn",0,8,9,0,2,1,175,"Misty",0.78,0.7424,0.62,0.1343
"2011-08-09","autumn",0,8,10,0,2,1,144,"Misty",0.8,0.7727,0.59,0.2239
"2011-08-09","autumn",0,8,11,0,2,1,149,"ClearOrPartlyCloudy",0.8,0.7727,0.59,0.2239
"2011-08-09","autumn",0,8,12,0,2,1,185,"ClearOrPartlyCloudy",0.82,0.7879,0.56,0.194
"2011-08-09","autumn",0,8,13,0,2,1,175,"ClearOrPartlyCloudy",0.84,0.7879,0.49,0.1642
"2011-08-09","autumn",0,8,14,0,2,1,148,"ClearOrPartlyCloudy",0.86,0.7879,0.44,0.2836
"2011-08-09","autumn",0,8,15,0,2,1,164,"ClearOrPartlyCloudy",0.86,0.7727,0.39,0.2836
"2011-08-09","autumn",0,8,16,0,2,1,285,"ClearOrPartlyCloudy",0.86,0.7727,0.39,0.2985
"2011-08-09","autumn",0,8,17,0,2,1,532,"ClearOrPartlyCloudy",0.8,0.7576,0.55,0.1642
"2011-08-09","autumn",0,8,18,0,2,1,585,"ClearOrPartlyCloudy",0.8,0.7576,0.55,0.194
"2011-08-09","autumn",0,8,19,0,2,1,371,"ClearOrPartlyCloudy",0.8,0.7424,0.49,0.1045
"2011-08-09","autumn",0,8,20,0,2,1,292,"ClearOrPartlyCloudy",0.8,0.7273,0.43,0.194
"2011-08-09","autumn",0,8,21,0,2,1,230,"ClearOrPartlyCloudy",0.78,0.6970000000000001,0.46,0.2537
"2011-08-09","autumn",0,8,22,0,2,1,155,"ClearOrPartlyCloudy",0.78,0.6970000000000001,0.46,0.2985
"2011-08-09","autumn",0,8,23,0,2,1,75,"ClearOrPartlyCloudy",0.76,0.6818,0.48,0.2836
"2011-08-10","autumn",0,8,0,0,3,1,37,"ClearOrPartlyCloudy",0.74,0.6667,0.51,0.2239
"2011-08-10","autumn",0,8,1,0,3,1,17,"ClearOrPartlyCloudy",0.72,0.6667,0.54,0.194
"2011-08-10","autumn",0,8,2,0,3,1,11,"ClearOrPartlyCloudy",0.72,0.6667,0.54,0.1642
"2011-08-10","autumn",0,8,3,0,3,1,4,"ClearOrPartlyCloudy",0.7,0.6515,0.58,0.1642
"2011-08-10","autumn",0,8,4,0,3,1,5,"ClearOrPartlyCloudy",0.7,0.6515,0.54,0.1343
"2011-08-10","autumn",0,8,5,0,3,1,32,"ClearOrPartlyCloudy",0.68,0.6364,0.61,0.0896
"2011-08-10","autumn",0,8,6,0,3,1,119,"ClearOrPartlyCloudy",0.68,0.6364,0.61,0
"2011-08-10","autumn",0,8,7,0,3,1,305,"ClearOrPartlyCloudy",0.7,0.6515,0.58,0.0896
"2011-08-10","autumn",0,8,8,0,3,1,399,"ClearOrPartlyCloudy",0.74,0.6667,0.51,0.194
